iter	Passed	Remaining
696	5347	2324
697	5354	2316
698	5362	2309
699	5370	2301
700	5378	2293
701	5385	2286
702	5393	2278
703	5401	2270
704	5408	2263
705	5416	2255
706	5424	2247
707	5431	2240
708	5439	2232
709	5446	2224
710	5454	2217
711	5461	2209
712	5469	2201
713	5476	2193
714	5484	2186
715	5492	2178
716	5500	2170
717	5507	2163
718	5515	2155
719	5523	2147
720	5530	2140
721	5538	2132
722	5545	2124
723	5553	2116
724	5560	2109
725	5568	2101
726	5575	2093
727	5583	2086
728	5591	2078
729	5598	2070
730	5606	2063
731	5613	2055
732	5621	2047
733	5628	2039
734	5635	2032
735	5643	2024
736	5650	2016
737	5658	2008
738	5665	2001
739	5673	1993
740	5681	1985
741	5688	1978
742	5696	1970
743	5703	1962
744	5711	1955
745	5719	1947
746	5727	1939
747	5734	1932
748	5742	1924
749	5749	1916
750	5757	1908
751	5764	1901
752	5772	1893
753	5780	1885
754	5787	1878
755	5795	1870
756	5802	1862
757	5810	1855
758	5818	1847
759	5826	1839
760	5833	1832
761	5841	1824
762	5848	1816
763	5856	1809
764	5864	1801
765	5871	1793
766	5879	1786
767	5887	1778
768	5894	1770
769	5902	1762
770	5909	1755
771	5917	1747
772	5925	1740
773	5933	1732
774	5940	1724
775	5948	1717
776	5955	1709
777	5963	1701
778	5971	1694
779	5978	1686
780	5986	1678
781	5994	1671
782	6002	1663
783	6010	1655
784	6017	1648
785	6025	1640
786	6032	1632
787	6040	1625
788	6048	1617
789	6055	1609
790	6063	1602
791	6071	1594
792	6078	1586
793	6086	1579
794	6093	1571
795	6101	1563
796	6108	1555
797	6116	1548
798	6123	1540
799	6131	1532
800	6139	1525
801	6147	1517
802	6154	1509
803	6162	1502
804	6170	1494
805	6178	1487
806	6185	1479
807	6193	1471
808	6200	1463
809	6208	1456
810	6215	1448
811	6223	1440
812	6230	1433
813	6238	1425
814	6246	1417
815	6254	1410
816	6261	1402
817	6269	1394
818	6276	1387
819	6284	1379
820	6291	1371
821	6299	1364
822	6307	1356
823	6314	1348
824	6322	1341
825	6329	1333
826	6337	1325
827	6344	1318
828	6352	1310
829	6359	1302
830	6367	1294
831	6374	1287
832	6382	1279
833	6390	1271
834	6398	1264
835	6405	1256
836	6413	1248
837	6420	1241
838	6428	1233
839	6435	1225
840	6443	1218
841	6450	1210
842	6457	1202
843	6465	1195
844	6473	1187
845	6480	1179
846	6488	1172
847	6495	1164
848	6503	1156
849	6511	1149
850	6518	1141
851	6526	1133
852	6533	1125
853	6541	1118
854	6548	1110
855	6556	1102
856	6563	1095
857	6571	1087
858	6579	1079
859	6587	1072
860	6594	1064
861	6602	1056
862	6609	1049
863	6617	1041
864	6625	1033
865	6632	1026
866	6639	1018
867	6647	1010
868	6655	1003
869	6662	995
870	6670	987
871	6677	980
872	6685	972
873	6693	964
874	6700	957
875	6708	949
876	6716	942
877	6724	934
878	6731	926
879	6739	919
880	6746	911
881	6754	903
882	6762	896
883	6770	888
884	6777	880
885	6785	873
886	6792	865
887	6800	857
888	6808	850
889	6815	842
890	6823	834
891	6830	827
892	6838	819
893	6845	811
894	6853	804
895	6860	796
896	6868	788
897	6875	780
898	6883	773
899	6890	765
900	6898	758
901	6906	750
902	6913	742
903	6921	734
904	6928	727
905	6936	719
906	6943	711
907	6951	704
908	6959	696
909	6966	689
910	6974	681
911	6981	673
912	6989	666
913	6997	658
914	7004	650
915	7012	643
916	7020	635
917	7027	627
918	7035	620
919	7043	612
920	7051	604
921	7058	597
922	7066	589
923	7074	581
924	7081	574
925	7089	566
926	7096	558
927	7104	551
928	7112	543
929	7120	535
930	7127	528
931	7135	520
932	7143	512
933	7150	505
934	7158	497
935	7166	490
936	7174	482
937	7182	474
938	7190	467
939	7197	459
